ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3
10935,M,BLACK,33-37,4,true,6,High,High School Diploma,2,Violent/Non-Sex,More than 3 years,3,2,1,2,0,3,false,false,2,0,true,1,0,false,false,false,false,false,true,true,true,false,false,false,false,3,0,0,0,,,,,,0.824011931,1.361856823,false,false,false,false,false
10936,M,WHITE,38-42,2,false,5,Standard,High School Diploma,2,Drug,1-2 years,10 or more,6 or more,0,0,5 or more,5 or more,false,false,3 or more,2,false,0,2 or more,true,false,false,false,true,true,false,false,false,true,false,false,0,4,1,0,61.69230769,0.07692308,0,0,0,1,0.91084788,false,false,false,false,false
10939,M,BLACK,23-27,18,false,7,High,Less than HS diploma,2,Property,1-2 years,4,1,0,1,1,3,false,false,1,1,false,2,0,false,false,false,false,false,true,true,false,false,false,false,false,0,0,0,1,68.94444444,0,0,0,0,0.938759065,0.882957293,false,false,false,false,false
10940,M,WHITE,28-32,20,false,5,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,1,3,1,0,0,0,false,true,1,2,true,0,0,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,2,106.8333333,0,0,0,0,0.998439938,0.284906396,false,false,false,false,false
10945,M,WHITE,28-32,3,false,10,Specialized,High School Diploma,1,,Greater than 2 to 3 years,10 or more,6 or more,0,5 or more,2,4,false,false,3 or more,2,false,3 or more,2 or more,false,false,false,false,false,true,true,false,false,true,false,false,2,1,3 or more,0,340.5,0.5,0,0,0,0,0,false,true,true,false,false
10946,M,WHITE,28-32,3,false,6,Standard,Less than HS diploma,0,Drug,Less than 1 year,10 or more,6 or more,0,5 or more,1,5 or more,false,false,1,0,false,1,1,false,false,false,false,false,false,true,false,false,false,false,false,3,2,2,1,15.72,0.079999998,0,0.039999999,0,0.213740458,0.929389313,true,true,false,true,false
10947,M,WHITE,48 or older,17,false,1,Specialized,At least some college,3 or more,Violent/Sex,More than 3 years,2,0,0,0,0,0,false,true,0,0,false,0,0,false,false,false,false,false,false,false,false,false,false,false,false,2,1,0,2,51.43333333,0.033333335,0,0,0,0.999351912,0.236714193,false,false,false,false,false
10948,M,WHITE,28-32,3,false,8,High,At least some college,0,,1-2 years,4,1,1,1,3,1,false,false,1,0,true,1,1,false,false,false,false,true,true,false,false,false,false,false,false,0,10 or more,0,0,17.46153846,0,0,0.07692308,0,1,1.609030837,true,true,false,true,false
10949,M,BLACK,33-37,21,false,4,Specialized,High School Diploma,3 or more,Other,1-2 years,8,3,3 or more,2,0,2,true,false,2,2,true,1,0,false,true,false,false,false,false,false,true,true,true,true,false,4 or more,0,0,0,30.90909091,0,0,0,0,0,0,false,true,true,false,false
10952,M,BLACK,23-27,9,true,6,High,Less than HS diploma,3 or more,Other,Less than 1 year,10 or more,0,1,5 or more,0,5 or more,false,true,2,0,false,3 or more,0,true,false,true,false,true,true,false,false,false,false,true,false,4 or more,0,0,0,,,,,,1,1,false,true,false,true,false
10955,M,BLACK,23-27,9,true,,,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,8,1,1,5 or more,1,0,false,true,1,0,false,2,1,false,false,false,false,false,true,true,true,false,false,false,false,0,1,1,1,14,0.5,0,0,0,0,0,true,true,false,false,true
10956,M,BLACK,28-32,17,false,10,Specialized,High School Diploma,0,Drug,1-2 years,5,1,1,2,2,1,false,true,0,1,false,1,2 or more,false,false,true,true,false,true,false,false,false,false,false,false,0,6,0,0,35.5,0,0,0,0,1,5,false,true,true,false,false
10957,M,BLACK,33-37,20,false,5,,High School Diploma,3 or more,Drug,1-2 years,5,2,0,0,5 or more,2,false,false,1,0,false,0,2 or more,false,false,false,false,true,true,false,false,false,false,false,false,2,0,0,1,113.125,0,0,0,0,1,0.80718232,false,true,false,false,true
10959,M,BLACK,33-37,18,false,7,Standard,Less than HS diploma,3 or more,Drug,1-2 years,10 or more,6 or more,3 or more,1,5 or more,5 or more,false,true,3 or more,4 or more,false,0,2 or more,true,false,false,false,true,true,true,false,false,false,false,false,0,6,0,1,75.9,0,0.100000001,0,0,0.790513834,0.481225296,false,true,false,true,false
10961,M,BLACK,23-27,2,false,7,High,Less than HS diploma,1,Other,Less than 1 year,4,1,1,1,2,1,false,true,0,0,false,0,1,false,false,true,false,false,true,false,false,false,false,true,false,4 or more,7,3 or more,0,101.25,0.166666672,0,0,0,1,0.601234568,false,false,false,false,false
10964,M,BLACK,23-27,11,true,6,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,false,false,1,0,true,0,0,false,false,false,false,false,true,true,true,false,false,false,false,0,0,0,2,68.16666667,0,0,0,0,0,0,false,true,true,false,false
10965,M,WHITE,28-32,24,false,7,High,High School Diploma,0,Property,1-2 years,4,0,0,1,1,2,false,false,0,0,false,1,0,true,false,false,false,false,false,true,false,false,false,false,false,4 or more,0,0,2,30.42105263,0,0,0,0,0.550749712,1.053200692,false,false,false,false,false
10966,M,WHITE,28-32,24,false,7,High,At least some college,1,Drug,1-2 years,3,1,0,0,1,2,false,false,1,1,false,0,1,false,false,false,false,false,true,false,false,false,true,true,true,4 or more,7,2,2,33.16666667,0.333333343,0,0.333333343,0.166666672,0.025125628,2,false,true,true,false,false
10967,M,BLACK,48 or older,4,false,,,At least some college,2,Property,Less than 1 year,10 or more,6 or more,1,5 or more,0,5 or more,false,false,3 or more,4 or more,false,3 or more,0,true,false,false,false,false,true,false,false,false,false,false,false,0,0,0,0,,,,,,1,1,false,true,false,false,true
10968,M,BLACK,33-37,6,false,10,Specialized,High School Diploma,1,Drug,More than 3 years,8,2,0,2,5 or more,1,false,false,1,1,false,0,2 or more,false,false,false,true,false,false,false,false,false,false,false,false,0,4,0,1,145,0.333333343,0,0,0,1,2.518965517,false,true,true,false,false
10970,M,WHITE,23-27,4,false,9,Specialized,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,9,2,3 or more,2,1,4,false,true,1,1,true,1,0,true,false,true,false,false,true,true,true,false,false,false,false,0,0,0,2,,,,,,0,0,false,true,true,false,false
10974,F,WHITE,28-32,17,,10,Standard,High School Diploma,2,Drug,1-2 years,6,0,0,1,3,3,false,false,2,0,false,0,2 or more,false,false,false,false,true,true,true,false,false,false,false,false,0,5,0,0,31.12903226,0.032258064,0,0.032258064,0.032258064,0.459067358,0.378497409,false,true,false,true,false
10979,M,BLACK,28-32,16,true,8,Specialized,Less than HS diploma,0,Property,More than 3 years,9,2,0,5 or more,0,2,false,false,3 or more,3,false,3 or more,0,true,false,false,false,false,false,false,false,false,true,false,false,0,10 or more,0,0,50.86206897,0.137931034,0,0,0,0.690847458,1.238135593,false,false,false,false,false
10980,M,BLACK,28-32,6,false,7,High,At least some college,1,Drug,Greater than 2 to 3 years,4,0,0,1,2,0,false,false,0,0,false,0,1,false,false,false,false,false,true,false,false,false,false,false,false,1,0,0,0,80.28571429,0.071428575,0,0,0,0.96975089,0.324955516,false,false,false,false,false
10982,M,BLACK,18-22,6,true,7,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,3,0,0,1,1,1,false,true,0,0,false,1,1,false,false,true,false,false,true,true,true,false,false,false,false,0,6,0,1,83.14285714,0.142857149,0,0,0,1,0.62757732,false,true,false,false,true
10983,M,WHITE,43-47,17,false,2,Standard,High School Diploma,1,Other,Less than 1 year,10 or more,6 or more,1,2,5 or more,3,false,false,3 or more,4 or more,false,2,1,false,false,false,false,false,true,true,false,false,false,false,false,0,4,0,2,72.8,0,0,0,0,1,1,false,true,false,false,true
10984,M,BLACK,28-32,21,true,7,,High School Diploma,1,Property,Less than 1 year,10 or more,6 or more,0,5 or more,1,5 or more,false,false,3 or more,2,false,3 or more,0,true,false,false,false,true,true,false,false,false,false,true,false,4 or more,0,0,0,,,,,,0,0,false,true,true,false,false
10985,M,BLACK,33-37,25,false,6,High,Less than HS diploma,3 or more,Other,1-2 years,6,3,0,0,2,3,false,false,1,3,false,0,0,true,false,false,false,true,true,false,false,false,false,false,false,0,6,0,1,88.16666667,0,0,0,0,1,2.071361059,false,false,false,false,false
10987,M,WHITE,23-27,8,true,5,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,6,1,2,1,1,1,false,true,0,1,false,1,0,false,false,true,true,false,true,true,true,false,false,false,true,2,0,0,2,217.5,0,0,0,0,0.429885057,0.839655172,false,true,false,true,false
10988,M,BLACK,33-37,19,false,7,High,High School Diploma,2,Property,More than 3 years,5,4,1,5 or more,0,3,false,false,1,3,true,2,0,true,false,false,false,false,true,true,true,false,false,false,false,0,0,0,2,96.125,0.125,0,0,0,0.934980494,0.47496749,false,true,false,false,true
10990,M,BLACK,23-27,7,false,6,High,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,1,3,1,0,0,0,true,true,1,0,false,1,0,false,false,false,false,false,false,false,false,false,false,true,false,0,10 or more,0,2,382,0,0,0,0,0.892015707,0.717113874,false,false,false,false,false
10991,M,WHITE,48 or older,17,false,2,Standard,Less than HS diploma,1,Other,1-2 years,8,0,0,2,5 or more,1,false,true,2,0,false,1,0,false,false,true,false,false,true,false,false,false,false,false,false,0,0,0,0,14,0,0,0,0,0,0,false,false,false,false,false
10992,M,WHITE,28-32,24,false,7,High,High School Diploma,1,,1-2 years,6,3,0,1,1,5 or more,false,false,1,1,false,0,0,true,false,false,false,false,true,true,true,false,false,true,false,1,6,0,1,23.42857143,0,0.285714298,0.142857149,0.142857149,0.676829268,1,false,true,true,false,false
10993,M,WHITE,23-27,4,true,6,High,High School Diploma,0,Property,More than 3 years,3,4,1,2,0,3,false,false,1,2,true,1,0,true,false,false,false,false,true,true,true,false,false,false,false,0,0,0,1,30.66666667,0.166666672,0,0,0,0.554347826,1,false,true,true,false,false
10994,F,WHITE,28-32,18,,10,Specialized,High School Diploma,3 or more,Property,More than 3 years,6,4,1,5 or more,0,1,true,false,0,0,false,1,0,false,false,false,false,false,true,false,false,false,false,false,false,0,0,0,2,41.48888889,0,0,0.022222223,0,0.132297804,0.391269416,false,false,false,false,false
10995,F,WHITE,43-47,1,,6,Standard,At least some college,3 or more,Drug,Greater than 2 to 3 years,7,4,0,4,5 or more,3,false,false,3 or more,2,false,3 or more,2 or more,true,false,false,true,false,false,false,false,false,true,false,false,0,0,0,0,137.1111111,0,0,0,0,0.094003241,0.59197731,false,true,true,false,false
10997,M,BLACK,23-27,2,false,6,High,Less than HS diploma,1,Property,More than 3 years,5,1,0,4,0,1,false,false,0,0,false,2,0,true,false,false,false,true,true,true,true,false,false,false,true,0,0,0,1,,,,,,0,0,false,true,true,false,false
10998,M,BLACK,28-32,7,false,7,High,Less than HS diploma,1,Drug,Greater than 2 to 3 years,4,4,0,1,5 or more,1,false,false,1,1,false,0,2 or more,false,false,false,false,false,false,true,false,false,false,false,false,0,0,0,3 or more,,,,,,0.265763111,0.430465527,false,false,false,false,false
10999,M,WHITE,23-27,14,false,6,High,Less than HS diploma,0,Drug,Less than 1 year,5,0,0,2,1,2,false,false,0,0,false,0,1,false,false,false,false,true,false,false,false,false,false,false,false,0,0,0,0,,,,,,0.217785844,0.662885662,false,true,true,false,false
11002,M,BLACK,48 or older,9,false,3,,Less than HS diploma,0,Property,1-2 years,10 or more,6 or more,3 or more,5 or more,3,5 or more,false,false,3 or more,4 or more,false,3 or more,0,true,false,false,false,false,false,true,false,false,false,false,false,0,0,0,2,481.5,0,0,0,0,0,0,false,false,false,false,false
11003,F,WHITE,28-32,25,,4,Standard,Less than HS diploma,2,Violent/Non-Sex,1-2 years,10 or more,5,3 or more,1,0,5 or more,true,false,0,3,true,0,0,false,true,false,false,true,true,false,true,false,false,false,false,0,4,0,0,43.33333333,0,0,0,0,1,1,true,true,false,false,true
11004,F,WHITE,48 or older,16,,2,,Less than HS diploma,0,Property,Less than 1 year,9,5,1,5 or more,1,4,false,false,3 or more,2,false,3 or more,0,false,false,false,false,true,true,false,false,false,false,false,false,0,10 or more,0,0,144.6666667,0,0,0,0,0.949308756,0.841589862,true,false,false,false,false
11005,M,BLACK,48 or older,12,false,6,High,High School Diploma,0,Drug,1-2 years,10 or more,6 or more,0,5 or more,5 or more,5 or more,false,false,3 or more,4 or more,false,3 or more,1,true,false,false,false,true,true,true,false,false,false,false,false,0,6,0,1,18,0,0,0,0,1,2,false,false,false,false,false
11006,M,WHITE,38-42,4,false,10,Standard,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,5,0,5 or more,2,5 or more,false,true,3 or more,2,false,3 or more,2 or more,true,false,true,false,true,false,false,true,false,true,false,true,4 or more,0,0,2,82.7,0,0,0.100000001,0.100000001,0.801692866,1.32496977,false,true,false,false,true
11008,M,BLACK,28-32,8,false,8,High,At least some college,3 or more,Property,Less than 1 year,4,5,1,4,0,4,false,false,0,1,true,1,0,false,false,false,false,false,true,false,false,false,false,false,false,0,5,0,0,6.818181818,0.090909094,0,0,0,0.586666667,1,false,false,false,false,false
11009,M,WHITE,48 or older,14,false,5,Standard,High School Diploma,1,Drug,1-2 years,10 or more,6 or more,3 or more,5 or more,5 or more,5 or more,false,true,3 or more,4 or more,true,2,1,true,false,false,true,false,true,false,false,false,true,true,false,4 or more,1,3 or more,3 or more,36.06666667,0,0,0.13333334,0.06666667,0,0,true,true,false,true,false
11010,M,BLACK,23-27,21,false,8,Standard,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,4,2,2,2,0,1,false,false,1,0,true,0,0,false,false,false,false,false,false,true,true,false,false,false,false,0,6,0,2,14.68,0.119999997,0,0,0,1,2.985694823,false,false,false,false,false
11012,F,WHITE,38-42,17,,6,Standard,High School Diploma,1,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,false,false,1,0,true,0,0,false,false,false,false,false,true,true,true,false,false,false,false,0,0,0,2,86.2,0,0,0,0,0.774941995,0.847447796,false,false,false,false,false
11015,M,BLACK,48 or older,20,false,7,High,Less than HS diploma,1,Property,Greater than 2 to 3 years,10 or more,4,3 or more,5 or more,2,2,false,false,3 or more,2,true,3 or more,1,true,false,false,false,false,false,true,true,false,false,false,false,0,0,0,0,,,,,,0.52826087,0.39701087,false,false,false,false,false
11016,M,BLACK,43-47,11,false,6,High,At least some college,3 or more,Violent/Non-Sex,More than 3 years,10 or more,1,3 or more,4,1,0,false,true,3 or more,0,true,2,0,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,,0,0,0,0,,,false,false,false,false,false
11017,M,BLACK,43-47,4,false,8,Standard,High School Diploma,3 or more,Property,1-2 years,10 or more,4,2,5 or more,5 or more,5 or more,true,true,3 or more,3,false,3 or more,2 or more,true,false,false,false,false,true,true,false,false,true,false,true,4 or more,10 or more,3 or more,3 or more,51.09090909,0.045454547,0.227272734,0,0,0.133451957,0.649911032,true,true,false,false,true
11018,M,WHITE,23-27,8,false,7,High,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,3,3,2,1,1,0,false,true,0,1,false,0,0,false,false,false,false,false,false,true,true,false,false,false,false,0,0,0,1,,,,,,1,2,false,true,false,true,false
11019,M,WHITE,38-42,17,false,1,Specialized,Less than HS diploma,0,Violent/Sex,More than 3 years,2,1,2,1,0,0,false,false,1,0,false,0,0,false,false,false,false,false,false,false,false,false,false,false,false,0,10 or more,0,0,9.205128205,0,0,0,0,0.805013928,1,false,false,false,false,false
11020,M,WHITE,23-27,24,false,9,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,3,1,1,2,0,1,false,false,1,0,false,0,0,true,false,false,false,false,false,true,true,false,false,false,false,0,0,0,2,365.2,0,0,0,0,0.078313253,0.400054765,false,true,true,false,false
11021,M,BLACK,38-42,11,false,9,Standard,At least some college,1,Property,Less than 1 year,10 or more,6 or more,1,5 or more,3,3,false,false,3 or more,2,false,3 or more,1,false,false,false,false,false,true,false,false,false,false,false,false,0,0,0,0,5.9,0.100000001,0.200000003,0,0,0,0,false,true,true,false,false
11024,M,BLACK,23-27,1,false,10,Standard,Less than HS diploma,0,Property,Greater than 2 to 3 years,6,6 or more,0,5 or more,1,3,false,false,0,3,false,2,0,false,false,true,false,false,true,false,true,false,false,false,false,0,7,1,0,43.6,0,0,0,0,0,0,false,false,false,false,false
11025,M,BLACK,38-42,6,false,7,Specialized,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,6,1,3 or more,3,0,0,false,false,3 or more,0,true,2,0,true,false,false,false,false,false,false,false,false,false,false,false,0,2,0,1,70.33333333,0,0,0,0,1,2.88507109,false,false,false,false,false
11027,M,WHITE,23-27,22,true,9,High,High School Diploma,1,Property,Less than 1 year,10 or more,4,1,5 or more,1,5 or more,false,false,1,2,true,2,0,false,false,false,true,false,false,false,false,false,false,true,true,4 or more,0,3 or more,3 or more,57.33333333,0.25,0,0,0,0.091569767,0.530886628,false,true,true,false,false
11028,M,BLACK,33-37,22,false,9,High,Less than HS diploma,1,Drug,More than 3 years,8,6 or more,1,0,5 or more,5 or more,false,false,2,2,false,0,2 or more,true,false,false,true,false,true,false,false,false,false,false,false,0,0,0,0,,,,,,0.070484581,0.804515419,false,true,true,false,false
11029,M,BLACK,28-32,11,false,10,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,10 or more,1,0,5 or more,0,2,false,false,0,3,false,3 or more,0,true,false,false,false,true,false,false,false,false,false,false,false,0,0,0,0,27,0,0,0,0,0.983539095,1,false,false,false,false,false
11030,M,WHITE,48 or older,13,false,3,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,6,4,3 or more,1,2,1,false,true,2,1,true,1,0,false,false,false,false,false,true,true,true,false,false,false,false,0,1,0,0,145.6666667,0,0,0,0,1,1.253718535,false,false,false,false,false
11031,M,WHITE,43-47,4,false,6,High,High School Diploma,2,Property,1-2 years,10 or more,6 or more,0,5 or more,1,5 or more,false,false,3 or more,4 or more,false,3 or more,0,false,false,false,false,false,true,true,false,false,false,false,false,0,0,0,0,,,,,,0.994690265,0.323230088,false,false,false,false,false
11033,M,WHITE,48 or older,12,false,5,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,6,4,1,2,2,1,false,false,0,4 or more,true,0,0,true,false,false,false,false,false,false,false,true,false,false,false,2,0,0,0,89.375,0,0,0,0,0.206993007,1.021678322,false,true,true,false,false
11035,M,BLACK,38-42,25,false,9,High,High School Diploma,2,,1-2 years,10 or more,6 or more,1,5 or more,0,5 or more,false,false,3 or more,4 or more,true,3 or more,0,true,true,false,false,false,true,false,false,false,false,true,false,4 or more,0,0,0,18.23333333,0.100000001,0.100000001,0,0.06666667,0,0,true,false,false,false,false
11037,M,WHITE,48 or older,11,false,4,Standard,At least some college,0,Violent/Non-Sex,Greater than 2 to 3 years,4,6 or more,3 or more,2,1,1,false,false,1,2,true,1,1,false,true,true,false,false,true,true,true,false,false,false,false,0,0,0,3 or more,44.93333333,0,0,0,0,0.059347181,0.541913947,true,true,false,false,true
